"name","phone"
"CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ CATHERINE","0339383333"
"CÔNG TY TNHH DV STEAK BIN & PIZZA","0906868579"
"CÔNG TY TNHH NGỌC LIÊN LỘC","0587758775"
"CÔNG TY TNHH LE TRAN TRADING","0938086541"
"CÔNG TY TNHH KHÁCH SẠN FRIDAY KISS","0902443356"
"CÔNG TY TNHH THƯƠNG MẠI THỰC PHẨM BIN BIN FOOD","0971220457"
"CÔNG TY TNHH THỦY TIÊN HỒNG PHÁT","0984131085"
"CÔNG TY TNHH DỊCH VỤ PARKING TIẾN LONG","0905172738"
"CÔNG TY TNHH AITC","0906238239"
"CÔNG TY TNHH DỊCH VỤ KIM PHÁT MINH QUÂN","0932010855"
"CÔNG TY TNHH HOÀNG KIM TIÊN","0888123635"
"CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU NGỌC QUÝ","0853319312"
"CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI MINH NHẤT","0908400566"
"CÔNG TY TNHH SẢN XUẤT TÂN TẤN PHÚ","0972453252"
"CÔNG TY TNHH TRUYỀN THÔNG THƯƠNG MẠI CHERRY","0345707770"
"CÔNG TY TNHH MTV HUY VŨ","0977932165"
"CÔNG TY CỔ PHẦN GIẤY CBD MINH AN","0989387769"
"CÔNG TY TNHH TMDV CƠ KHÍ QUỐC DŨNG","0908994561"
"CÔNG TY TNHH XÂY DỰNG VÀ NỘI THẤT BEANHOME","0326685215"
"CÔNG TY TNHH MTV TMDV LÊ TUẤN TÚ","0906544382"
"CÔNG TY TNHH HOÀN HẢO DNTT","0938287666"
"CÔNG TY TNHH TM VÀ DV HỒNG ÁNH","0903622800"
"CÔNG TY TNHH THỰC PHẨM BÒ VUI","0902886639"
"CÔNG TY CỔ PHẦN NS UNION","0393860475"
"CÔNG TY CỔ PHẦN AI MED TECH","0939571788"
"CÔNG TY TNHH THỜI TRANG ĐẠT NHƯ Ý","0707070758"
"CÔNG TY TNHH NGHIÊN CỨU ỨNG DỤNG CÔNG NGHỆ BRAC","0932626016"
"CÔNG TY TNHH BĐS ĐẠI ĐẠI THÀNH","0787026282"
"CÔNG TY TNHH THƯƠNG MẠI - DỊCH VỤ - XÂY DỰNG MỘT THÀNH VIÊN ĐẠI LỘC PHÁT","0375974509"
"CÔNG TY TNHH NHÀ HÀNG HẢI LONG MÔN","0909993669"
"CÔNG TY TNHH SAFEPAY","0348425879"
"CÔNG TY TNHH BÌNH AN FINE JEWELRY","0363375666"
"CÔNG TY TNHH JEANS HOÀNG PHÁT","0901250440"
